ISRN_KIND_DTCD,ISRN_KIND_ITCD,ISRN_KIND_SALE_NM,PROD_DTCD,PROD_ITCD,PROD_SALE_NM,PAYM_CYCL_VAL,PAYM_CYCL_DVSN_CODE
2242,A01,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 표준체,2242,001,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 표준체,1,M
2242,A02,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 건강체,2242,002,한화생명 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형 건강체,1,M
2242,A03,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 표준체,2242,003,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 표준체,1,M
2242,A04,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 건강체,2242,004,한화생명 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형 건강체,1,M
2243,A01,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형,2243,001,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 1종(5%체증형) 해약환급금 일부지급형,1,M
2243,A02,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형,2243,002,한화생명 간편가입 경영인H정기보험 무배당 보장형 계약 2종(10%체증형) 해약환급금 일부지급형,1,M
2244,A01,"한화생명 케어백간병플러스보험 무배당 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,001,"한화생명 케어백간병플러스보험 무배당 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2244,A02,"한화생명 케어백간병플러스보험 무배당 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,002,"한화생명 케어백간병플러스보험 무배당 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2244,A03,"한화생명 케어백간병플러스보험 무배당 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,003,"한화생명 케어백간병플러스보험 무배당 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2244,A04,"한화생명 케어백간병플러스보험 무배당 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,004,"한화생명 케어백간병플러스보험 무배당 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2244,A05,"한화생명 케어백간병플러스보험 무배당 일반가입형 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2244,005,"한화생명 케어백간병플러스보험 무배당 일반가입형 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A01,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,001,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(0년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A02,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(1년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,002,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(1년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A03,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,003,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(2년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A04,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(3년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,004,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(3년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A05,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(4년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,005,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(4년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A06,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,006,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(5년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A07,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,007,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 간편가입형(10년) 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A08,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 일반가입형Ⅱ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,008,"한화생명 H건강플러스보험 무배당 보장형계약 맞춤고지형 일반가입형Ⅱ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2246,A09,"한화생명 H건강플러스보험 무배당 보장형계약 일반고지형 일반가입형Ⅰ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",2246,009,"한화생명 H건강플러스보험 무배당 보장형계약 일반고지형 일반가입형Ⅰ 해약환급금 일부지급형(납입기간중 50%, 납입기간후 100%)",1,M
2248,A01,"한화생명 Need AI 암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2248,001,"한화생명 Need AI 암보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2249,A01,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2249,001,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2249,A02,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2249,002,"한화생명 간편가입 Need AI 암보험 무배당 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2250,A01,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 표준체,2250,001,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 표준체,1,M
2250,A02,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 건강체,2250,002,한화생명 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ) 건강체,1,M
2250,A03,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 표준체,2250,003,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 표준체,1,M
2250,A04,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 건강체,2250,004,한화생명 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ) 건강체,1,M
2250,A05,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 표준체,2250,005,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 표준체,1,M
2250,A06,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 건강체,2250,006,한화생명 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ) 건강체,1,M
2251,A01,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ),2251,001,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 1종(해약환급금 일부지급형Ⅰ),1,M
2251,A02,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ),2251,002,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 2종(해약환급금 일부지급형Ⅱ),1,M
2251,A03,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ),2251,003,한화생명 간편가입 하나로H종신보험 무배당 보장형 계약 3종(해약환급금 일부지급형Ⅲ),1,M
2253,A01,"한화생명 H당뇨보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2253,001,"한화생명 H당뇨보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2254,A01,"한화생명 간편가입 H당뇨보험 무배당 해약환급금 미지급형(납입기간 중 0%, 납입기간후 50%)",2254,001,"한화생명 간편가입 H당뇨보험 무배당 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2255,A01,한화생명 포켓골절보험 무배당,2255,001,한화생명 포켓골절보험 무배당,0,M
2256,A01,한화생명 간편가입 포켓골절보험 무배당,2256,001,한화생명 간편가입 포켓골절보험 무배당,0,M
2257,A01,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,001,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A02,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(1년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,002,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(1년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A03,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(2년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,003,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(2년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A04,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(3년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,004,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(3년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A05,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(4년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,005,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(4년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A06,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,006,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A07,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,007,"한화생명 시그니처 H통합건강보험 무배당 간편가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A08,"한화생명 시그니처 H통합건강보험 무배당 일반가입형 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,008,"한화생명 시그니처 H통합건강보험 무배당 일반가입형 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A09,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(6년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,009,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(6년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A10,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(7년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,010,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(7년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A11,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(8년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,011,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(8년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A12,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(9년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,012,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(9년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2257,A13,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%) ",2257,013,"한화생명 시그니처 H통합건강보험 무배당 건강가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A01,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,001,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(0년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A02,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(1년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,002,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(1년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A03,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(2년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,003,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(2년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A04,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(3년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,004,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(3년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A05,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(4년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,005,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(4년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A06,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,006,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(5년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A07,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,007,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 간편가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A08,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 일반가입형 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,008,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 일반가입형 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A09,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(6년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,009,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(6년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A10,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(7년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,010,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(7년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A11,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(8년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,011,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(8년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A12,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(9년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,012,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(9년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2258,A13,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",2258,013,"한화생명 시그니처 H통합건강보험 무배당(납입면제형) 건강가입형(10년) 해약환급금 미지급형(납입기간중 0%, 납입기간후 50%)",1,M
2259,801,한화생명 바로연금보험 무배당(종신연금형 일반형 개인형),2259,801,한화생명 바로연금보험 무배당(종신연금형 일반형 개인형),0,M
2259,802,한화생명 바로연금보험 무배당(종신연금형 초기집중형 개인형),2259,802,한화생명 바로연금보험 무배당(종신연금형 초기집중형 개인형),0,M
2259,803,한화생명 바로연금보험 무배당(종신연금형 일반형 신부부형),2259,803,한화생명 바로연금보험 무배당(종신연금형 일반형 신부부형),0,M
2259,804,한화생명 바로연금보험 무배당(상속연금형 종신플랜),2259,804,한화생명 바로연금보험 무배당(상속연금형 종신플랜),0,M
2259,805,한화생명 바로연금보험 무배당(상속연금형 환급플랜5년형),2259,805,한화생명 바로연금보험 무배당(상속연금형 환급플랜5년형),0,M
2259,806,한화생명 바로연금보험 무배당(상속연금형 환급플랜10년형),2259,806,한화생명 바로연금보험 무배당(상속연금형 환급플랜10년형),0,M
2259,807,한화생명 바로연금보험 무배당(상속연금형 환급플랜20년형),2259,807,한화생명 바로연금보험 무배당(상속연금형 환급플랜20년형),0,M
2259,808,한화생명 바로연금보험 무배당(확정기간연금형 5년형),2259,808,한화생명 바로연금보험 무배당(확정기간연금형 5년형),0,M
2259,809,한화생명 바로연금보험 무배당(확정기간연금형 10년형),2259,809,한화생명 바로연금보험 무배당(확정기간연금형 10년형),0,M
2259,810,한화생명 바로연금보험 무배당(확정기간연금형 15년형),2259,810,한화생명 바로연금보험 무배당(확정기간연금형 15년형),0,M
2259,811,한화생명 바로연금보험 무배당(확정기간연금형 20년형),2259,811,한화생명 바로연금보험 무배당(확정기간연금형 20년형),0,M
